gene_id	chr	gene_name	length	type
ENSG00000278597.1	chr21	FP671120.7	49	miRNA
ENSG00000275530.1	chr21	FP671120.4	56	miRNA
ENSG00000274060.1	chr21	MIR6724-2	92	miRNA
ENSG00000277671.1	chr21	pRNA	90	misc_RNA
ENSG00000276104.1	chr21	FP671120.5	114	miRNA
ENSG00000274426.1	chr21	FP671120.1	60	miRNA
ENSG00000281383.1	chr21	CH507-513H4.5	923	lincRNA
ENSG00000277739.1	chr21	RNA5-8S5	153	rRNA
ENSG00000278047.1	chr21	FP671120.6	92	miRNA
ENSG00000280441.1	chr21	CH507-528H12.1	2197	lincRNA
ENSG00000274725.1	chr21	FP236383.2	78	miRNA
ENSG00000277379.1	chr21	MIR6724-3	92	miRNA
ENSG00000274868.1	chr21	pRNA	90	misc_RNA
ENSG00000276796.1	chr21	FP236383.8	114	miRNA
ENSG00000276322.1	chr21	FP236383.6	178	miRNA
ENSG00000277244.1	chr21	FP236383.11	60	miRNA
ENSG00000280614.1	chr21	CH507-513H4.4	923	lincRNA
ENSG00000275215.1	chr21	RNA5-8S5	153	rRNA
ENSG00000275209.1	chr21	FP236383.4	49	miRNA
ENSG00000277105.1	chr21	FP236383.10	57	miRNA
ENSG00000275692.1	chr21	MIR6724-3	92	miRNA
ENSG00000278775.1	chr21	pRNA	90	misc_RNA
ENSG00000276737.1	chr21	FP236383.7	114	miRNA
ENSG00000275783.1	chr21	FP236383.5	180	miRNA
ENSG00000274519.1	chr21	FP236383.1	61	miRNA
ENSG00000281181.1	chr21	CH507-513H4.3	923	lincRNA
ENSG00000278189.1	chr21	RNA5-8S5	153	rRNA
ENSG00000276924.1	chr21	FP236383.9	92	miRNA
ENSG00000277644.1	chr21	FP236383.12	49	miRNA
ENSG00000274735.1	chr21	FP236383.3	56	miRNA
ENSG00000279990.1	chr21	bP-2168N6.2	438	processed_pseudogene
ENSG00000279615.1	chr21	bP-2168N6.1	397	processed_pseudogene
ENSG00000279167.1	chr21	bP-2168N6.3	102	processed_pseudogene
ENSG00000279579.2	chr21	bP-2189O9.3	845	lincRNA
ENSG00000238411.1	chr21	CR381670.1	82	miRNA
ENSG00000279213.1	chr21	bP-2189O9.4	519	processed_pseudogene
ENSG00000280243.1	chr21	bP-2189O9.1	1081	processed_pseudogene
ENSG00000278931.1	chr21	bP-2189O9.2	1693	unprocessed_pseudogene
ENSG00000264462.1	chr21	MIR3648-1	180	miRNA
ENSG00000264063.1	chr21	MIR3687-1	61	miRNA
ENSG00000279501.1	chr21	bP-2171C21.3	227	lincRNA
ENSG00000279414.1	chr21	bP-2171C21.4	509	processed_pseudogene
ENSG00000280436.1	chr21	bP-2171C21.2	510	unprocessed_pseudogene
ENSG00000188681.10	chr21	TEKT4P2	2309	transcribed_unprocessed_pseudogene
ENSG00000279720.1	chr21	bP-2171C21.6	501	processed_pseudogene
ENSG00000279381.1	chr21	bP-2171C21.5	204	processed_pseudogene
ENSG00000239179.1	chr21	CR392039.2	82	miRNA
ENSG00000239107.1	chr21	CR392039.1	83	miRNA
ENSG00000278932.2	chr21	bP-21264C1.2	1880	lincRNA
ENSG00000279718.1	chr21	bP-21264C1.3	759	processed_pseudogene
ENSG00000279208.1	chr21	bP-21264C1.1	768	unprocessed_pseudogene
ENSG00000277827.1	chr21	AC124864.1	70	miRNA
ENSG00000279864.1	chr21	RP11-570J4.1	186	processed_pseudogene
ENSG00000279211.1	chr21	RP11-570J4.2	392	processed_pseudogene
ENSG00000275631.1	chr21	U1	176	snRNA
ENSG00000280081.2	chr21	MGC39584	2485	lincRNA
ENSG00000280075.1	chr21	RP11-555K2.1	123	processed_pseudogene
ENSG00000279783.1	chr21	RP11-555K2.2	348	processed_pseudogene
ENSG00000264002.2	chr21	RN7SL52P	284	misc_RNA
ENSG00000252199.1	chr21	SNORA70	95	snoRNA
ENSG00000279321.1	chr21	RP11-555K2.4	920	lincRNA
ENSG00000270533.2	chr21	bP-21201H5.1	1856	transcribed_processed_pseudogene
ENSG00000280372.1	chr21	bP-21201H5.2	1495	TEC
ENSG00000279851.1	chr21	CH507-216K13.2	1939	lincRNA
ENSG00000279062.1	chr21	CH507-216K13.1	586	unprocessed_pseudogene
ENSG00000277693.1	chr21	AP003900.6	927	lincRNA
ENSG00000275945.1	chr21	EIF3S5P1	806	processed_pseudogene
ENSG00000275592.1	chr21	VN1R7P	903	processed_pseudogene
ENSG00000278106.1	chr21	RP11-589M2.1	135	unprocessed_pseudogene
ENSG00000187172.14	chr21	BAGE2	4080	transcribed_unprocessed_pseudogene
ENSG00000277137.1	chr21	AF254983.1	105	miRNA
ENSG00000273840.1	chr21	AL078471.5	3336	processed_transcript
ENSG00000274391.3	chr21	TPTE	2596	protein_coding
ENSG00000278678.1	chr21	AL078471.4	296	processed_pseudogene
ENSG00000273872.1	chr21	AF254982.3	289	unprocessed_pseudogene
ENSG00000276556.1	chr21	AF254982.2	311	unprocessed_pseudogene
ENSG00000277282.1	chr21	IGHV1OR21-1	353	IG_V_gene
ENSG00000229306.1	chr21	AP001464.4	323	lincRNA
ENSG00000224309.6	chr21	ANKRD30BP2	5110	transcribed_unprocessed_pseudogene
ENSG00000207097.1	chr21	RNU6-614P	107	snRNA
ENSG00000168122.4	chr21	ZNF355P	3216	unprocessed_pseudogene
ENSG00000237202.1	chr21	AJ239321.3	564	processed_pseudogene
ENSG00000280108.1	chr21	AJ239318.1	308	protein_coding
ENSG00000185390.2	chr21	FGF7P2	296	unprocessed_pseudogene
ENSG00000175302.5	chr21	ANKRD30BP1	2186	unprocessed_pseudogene
ENSG00000266211.1	chr21	MIR3156-3	77	miRNA
ENSG00000226930.1	chr21	GTF2IP2	697	unprocessed_pseudogene
ENSG00000219280.1	chr21	VN1R8P	893	processed_pseudogene
ENSG00000228184.1	chr21	SNX19P1	2981	processed_pseudogene
ENSG00000179381.7	chr21	OR4K11P	904	processed_pseudogene
ENSG00000228159.1	chr21	AP001465.5	504	lincRNA
ENSG00000218549.1	chr21	OR4K12P	961	processed_pseudogene
ENSG00000166351.9	chr21	POTED	2636	protein_coding
ENSG00000207476.1	chr21	RNU6-286P	107	snRNA
ENSG00000266299.1	chr21	MIR3118-1	76	miRNA
ENSG00000278381.1	chr21	AL050303.11	284	processed_pseudogene
ENSG00000227874.1	chr21	GRAMD4P1	1110	processed_pseudogene
ENSG00000214319.2	chr21	CXADRP1	1095	processed_pseudogene
ENSG00000279773.1	chr21	AL050303.10	1839	TEC
ENSG00000273692.1	chr21	AL050303.12	666	processed_pseudogene
ENSG00000278618.1	chr21	MIR8069-1	86	miRNA
ENSG00000229231.1	chr21	FEM1AP1	1995	processed_pseudogene
ENSG00000224922.1	chr21	AL050303.7	458	lincRNA
ENSG00000173231.6	chr21	TERF1P1	1181	processed_pseudogene
ENSG00000232797.1	chr21	FAM207CP	507	processed_pseudogene
ENSG00000224860.1	chr21	GXYLT1P2	1230	processed_pseudogene
ENSG00000215562.2	chr21	CNN2P7	932	processed_pseudogene
ENSG00000234538.1	chr21	ZNF114P1	292	processed_pseudogene
ENSG00000228314.1	chr21	CYP4F29P	1717	transcribed_unprocessed_pseudogene
ENSG00000230965.1	chr21	SNX18P13	529	processed_pseudogene
ENSG00000215559.7	chr21	ANKRD20A11P	4842	transcribed_unprocessed_pseudogene
ENSG00000203616.2	chr21	RHOT1P2	333	processed_pseudogene
ENSG00000223287.1	chr21	RNU6-954P	107	snRNA
ENSG00000266838.1	chr21	AP001634.1	73	miRNA
ENSG00000183249.8	chr21	NF1P3	450	unprocessed_pseudogene
ENSG00000233442.2	chr21	PPP6R2P1	1275	unprocessed_pseudogene
ENSG00000275170.1	chr21	AP001634.6	856	processed_pseudogene
ENSG00000224905.5	chr21	AP001347.6	1770	antisense
ENSG00000249493.1	chr21	ANKRD20A18P	492	unprocessed_pseudogene
ENSG00000201812.1	chr21	RNA5SP488	116	rRNA
ENSG00000277572.1	chr21	pRNA	89	misc_RNA
ENSG00000188992.10	chr21	LIPI	1744	protein_coding
ENSG00000240755.1	chr21	ERLEC1P1	578	processed_pseudogene
ENSG00000185272.12	chr21	RBM11	2360	protein_coding
ENSG00000243064.7	chr21	ABCC13	10722	transcribed_unprocessed_pseudogene
ENSG00000155304.5	chr21	HSPA13	4194	protein_coding
ENSG00000155307.16	chr21	SAMSN1	3169	protein_coding
ENSG00000223662.1	chr21	SAMSN1-AS1	840	antisense
ENSG00000243440.5	chr21	AF165138.7	1889	protein_coding
ENSG00000232884.6	chr21	AF127936.3	1863	lincRNA
ENSG00000228600.1	chr21	POLR2CP	765	processed_pseudogene
ENSG00000226751.2	chr21	AF127936.5	695	lincRNA
ENSG00000225502.2	chr21	GAPDHP16	962	processed_pseudogene
ENSG00000235609.7	chr21	AF127936.9	5929	lincRNA
ENSG00000281903.1	chr21	AF127936.7	3635	lincRNA
ENSG00000226406.1	chr21	RBMX2P1	836	processed_pseudogene
ENSG00000235277.1	chr21	AF127577.8	781	antisense
ENSG00000180530.8	chr21	NRIP1	7940	protein_coding
ENSG00000229047.1	chr21	AF127577.10	562	antisense
ENSG00000231201.1	chr21	AF127577.11	824	antisense
ENSG00000279390.1	chr21	AF127577.13	2191	TEC
ENSG00000236471.1	chr21	AF127577.12	446	lincRNA
ENSG00000280082.1	chr21	AF246928.1	87	TEC
ENSG00000229425.1	chr21	AJ006998.2	1000	lincRNA
ENSG00000224524.1	chr21	CYCSP42	238	processed_pseudogene
ENSG00000224247.1	chr21	AJ009632.3	1376	lincRNA
ENSG00000212564.1	chr21	RNU6-1326P	107	snRNA
ENSG00000221497.1	chr21	AL034449.1	96	miRNA
ENSG00000226298.1	chr21	RAD23BLP	1152	processed_pseudogene
ENSG00000155313.14	chr21	USP25	7823	protein_coding
ENSG00000234159.1	chr21	RBPMSLP	502	processed_pseudogene
ENSG00000252273.1	chr21	RNU6-426P	97	snRNA
ENSG00000215386.9	chr21	MIR99AHG	5503	lincRNA
ENSG00000214976.2	chr21	VDAC2P1	958	processed_pseudogene
ENSG00000224602.1	chr21	RPS26P5	335	processed_pseudogene
ENSG00000201025.1	chr21	SNORD74	73	snoRNA
ENSG00000270071.1	chr21	AP001172.2	581	lincRNA
ENSG00000270139.1	chr21	AP001172.3	467	lincRNA
ENSG00000280432.1	chr21	AP000962.1	1101	TEC
ENSG00000207638.1	chr21	MIR99A	81	miRNA
ENSG00000199030.1	chr21	MIRLET7C	94	miRNA
ENSG00000269950.1	chr21	AP000962.2	729	lincRNA
ENSG00000207863.1	chr21	MIR125B2	89	miRNA
ENSG00000228798.1	chr21	AP000473.5	649	lincRNA
ENSG00000270093.1	chr21	AP000473.8	1537	lincRNA
ENSG00000239023.1	chr21	RNU1-98P	160	snRNA
ENSG00000237735.2	chr21	AP000473.6	438	lincRNA
ENSG00000232886.1	chr21	AF212831.2	377	lincRNA
ENSG00000225735.1	chr21	NEK4P1	879	processed_pseudogene
ENSG00000278181.1	chr21	AP000457.2	378	processed_pseudogene
ENSG00000252462.1	chr21	RNU6-113P	101	snRNA
ENSG00000232560.5	chr21	LINC01549	714	lincRNA
ENSG00000226580.1	chr21	RPL39P40	146	processed_pseudogene
ENSG00000266195.2	chr21	RN7SL163P	276	misc_RNA
ENSG00000154639.17	chr21	CXADR	6682	protein_coding
ENSG00000232260.2	chr21	BTF3L4P1	468	processed_pseudogene
ENSG00000200754.1	chr21	Y_RNA	108	misc_RNA
ENSG00000199962.1	chr21	Y_RNA	109	misc_RNA
ENSG00000154640.13	chr21	BTG3	2306	protein_coding
ENSG00000280594.1	chr21	AP000432.1	2578	processed_transcript
ENSG00000226956.1	chr21	AP000432.2	516	lincRNA
ENSG00000279648.1	chr21	AP000432.3	2048	TEC
ENSG00000240770.4	chr21	C21orf91-OT1	998	lincRNA
ENSG00000154642.9	chr21	C21orf91	6235	protein_coding
ENSG00000244676.4	chr21	AL109761.5	454	antisense
ENSG00000231755.1	chr21	CHODL-AS1	1117	lincRNA
ENSG00000221335.1	chr21	AP000745.1	89	miRNA
ENSG00000215369.3	chr21	RPL37P3	293	processed_pseudogene
ENSG00000154645.12	chr21	CHODL	3093	protein_coding
ENSG00000227330.1	chr21	AP000998.2	478	lincRNA
ENSG00000154646.7	chr21	TMPRSS15	4233	protein_coding
ENSG00000228708.1	chr21	AL109763.1	461	sense_overlapping
ENSG00000224141.4	chr21	AL109763.2	1454	lincRNA
ENSG00000230233.1	chr21	AF240627.2	879	lincRNA
ENSG00000265841.1	chr21	MIR548X	75	miRNA
ENSG00000221041.2	chr21	AP001537.1	84	miRNA
ENSG00000198618.5	chr21	PPIAP22	498	processed_pseudogene
ENSG00000279156.1	chr21	RP4-646P19.1	217	TEC
ENSG00000232193.1	chr21	AL157359.4	784	lincRNA
ENSG00000226204.1	chr21	AL157359.3	424	lincRNA
ENSG00000235965.2	chr21	AP000431.1	790	lincRNA
ENSG00000229289.1	chr21	AP000431.2	469	lincRNA
ENSG00000226818.1	chr21	SLC6A6P1	1850	processed_pseudogene
ENSG00000231620.1	chr21	AP000855.4	636	lincRNA
ENSG00000212609.1	chr21	RNU1-139P	165	snRNA
ENSG00000230198.1	chr21	RPL37P4	268	processed_pseudogene
ENSG00000271486.1	chr21	AP000403.3	851	processed_pseudogene
ENSG00000229336.1	chr21	AP000568.2	442	processed_pseudogene
ENSG00000215353.2	chr21	C1QBPP	770	processed_pseudogene
ENSG00000233480.1	chr21	AP000946.2	412	lincRNA
ENSG00000233236.1	chr21	AP001171.1	864	lincRNA
ENSG00000251851.1	chr21	RNU6-772P	105	snRNA
ENSG00000252963.1	chr21	RN7SKP147	244	misc_RNA
ENSG00000233676.2	chr21	FDPSP6	512	processed_pseudogene
ENSG00000234439.1	chr21	KRT18P2	1258	processed_pseudogene
ENSG00000233206.1	chr21	RPS3AP1	320	processed_pseudogene
ENSG00000276738.1	chr21	AP001506.1	211	processed_pseudogene
ENSG00000224924.5	chr21	LINC00320	2325	lincRNA
ENSG00000215351.3	chr21	PPIAP1	496	processed_pseudogene
ENSG00000154654.13	chr21	NCAM2	8380	protein_coding
ENSG00000226771.1	chr21	AP001136.2	635	antisense
ENSG00000221210.1	chr21	AP001137.1	79	miRNA
ENSG00000234730.1	chr21	AF241725.4	609	lincRNA
ENSG00000237527.1	chr21	AF241725.6	480	lincRNA
ENSG00000238265.1	chr21	LINC00317	612	lincRNA
ENSG00000233997.4	chr21	LINC01425	772	lincRNA
ENSG00000227075.1	chr21	AP000472.3	530	lincRNA
ENSG00000233215.4	chr21	AP000472.2	1486	lincRNA
ENSG00000184856.6	chr21	LINC00308	727	lincRNA
ENSG00000234340.1	chr21	AP000705.8	1386	processed_pseudogene
ENSG00000231136.1	chr21	AP000705.6	350	processed_pseudogene
ENSG00000202339.1	chr21	RNU4-45P	141	snRNA
ENSG00000226043.1	chr21	AP000705.7	435	lincRNA
ENSG00000223488.2	chr21	MAPK6PS2	2060	processed_pseudogene
ENSG00000234034.1	chr21	AP000959.2	977	lincRNA
ENSG00000225906.1	chr21	AP000949.1	629	processed_pseudogene
ENSG00000230972.1	chr21	AP001255.2	762	lincRNA
ENSG00000275469.1	chr21	MIR6130	109	miRNA
ENSG00000219368.3	chr21	ZNF299P	1804	processed_pseudogene
ENSG00000231058.1	chr21	MSANTD2P1	1368	processed_pseudogene
ENSG00000223078.1	chr21	RNU2-55P	174	snRNA
ENSG00000228592.1	chr21	D21S2088E	1725	lincRNA
ENSG00000223822.2	chr21	EEF1A1P1	739	processed_pseudogene
ENSG00000237569.1	chr21	TUBAP	1352	processed_pseudogene
ENSG00000199698.1	chr21	Y_RNA	102	misc_RNA
ENSG00000227716.1	chr21	AP000459.7	861	lincRNA
ENSG00000277305.1	chr21	AP000960.1	85	miRNA
ENSG00000231986.1	chr21	AP000474.1	680	lincRNA
ENSG00000235564.1	chr21	AP000477.2	778	lincRNA
ENSG00000226996.4	chr21	AP000477.3	984	lincRNA
ENSG00000224018.1	chr21	AP000470.2	693	lincRNA
ENSG00000224832.1	chr21	AP000469.2	2007	lincRNA
ENSG00000237484.5	chr21	AP000476.1	4970	lincRNA
ENSG00000226983.2	chr21	AP000235.2	2719	lincRNA
ENSG00000227090.1	chr21	AP000402.3	540	lincRNA
ENSG00000230379.4	chr21	AP000146.2	614	lincRNA
ENSG00000237444.1	chr21	AP001342.1	525	processed_pseudogene
ENSG00000244278.1	chr21	AP000235.3	479	lincRNA
ENSG00000232512.5	chr21	AP000233.2	704	lincRNA
ENSG00000274662.1	chr21	7SK	284	misc_RNA
ENSG00000223870.1	chr21	AP000233.3	291	lincRNA
ENSG00000222042.1	chr21	AP000233.4	763	lincRNA
ENSG00000238627.1	chr21	RNA5SP489	109	rRNA
ENSG00000238660.1	chr21	AP001340.1	95	miRNA
ENSG00000213885.3	chr21	RPL13AP7	611	processed_pseudogene
ENSG00000279534.1	chr21	AP001340.3	217	TEC
ENSG00000185433.7	chr21	LINC00158	2027	lincRNA
ENSG00000275053.1	chr21	AP000221.2	107	miRNA
ENSG00000229962.1	chr21	AP000221.1	1046	lincRNA
ENSG00000234883.3	chr21	MIR155HG	1600	lincRNA
ENSG00000275402.1	chr21	MIR155	65	miRNA
ENSG00000260583.1	chr21	AP000223.42	557	antisense
ENSG00000154719.12	chr21	MRPL39	1199	protein_coding
ENSG00000154721.13	chr21	JAM2	5933	protein_coding
ENSG00000237731.1	chr21	RNGTTP1	728	processed_pseudogene
ENSG00000227054.1	chr21	FDX1P2	375	processed_pseudogene
ENSG00000154723.11	chr21	ATP5J	2043	protein_coding
ENSG00000154727.9	chr21	GABPA	5429	protein_coding
ENSG00000235514.1	chr21	LLPHP2	396	processed_pseudogene
ENSG00000142192.19	chr21	APP	6316	protein_coding
ENSG00000233783.6	chr21	AP001442.2	3201	processed_transcript
ENSG00000251972.1	chr21	RNU6-123P	102	snRNA
ENSG00000224541.1	chr21	AP001439.2	392	antisense
ENSG00000273492.4	chr21	AP000230.1	2044	lincRNA
ENSG00000206802.1	chr21	RNU6-926P	107	snRNA
ENSG00000229025.1	chr21	AP001595.1	516	lincRNA
ENSG00000232692.1	chr21	AP001596.6	2247	antisense
ENSG00000197934.7	chr21	CYYR1-AS1	3713	antisense
ENSG00000273115.1	chr21	KB-1466C5.1	312	lincRNA
ENSG00000166265.10	chr21	CYYR1	3266	protein_coding
ENSG00000154734.13	chr21	ADAMTS1	7063	protein_coding
ENSG00000223563.1	chr21	AP001601.2	361	antisense
ENSG00000154736.5	chr21	ADAMTS5	9056	protein_coding
ENSG00000266133.1	chr21	MIR4759	83	miRNA
ENSG00000215326.3	chr21	GPX1P2	606	processed_pseudogene
ENSG00000281587.1	chr21	AP001604.1	52	miRNA
ENSG00000231236.2	chr21	AP001604.3	2603	lincRNA
ENSG00000236332.1	chr21	AP001605.4	954	lincRNA
ENSG00000233300.1	chr21	EIF4A1P1	934	processed_pseudogene
ENSG00000217026.3	chr21	RPL10P1	644	processed_pseudogene
ENSG00000219592.2	chr21	NCSTNP1	144	processed_pseudogene
ENSG00000234052.1	chr21	AP001607.1	468	lincRNA
ENSG00000225298.4	chr21	LINC00113	611	lincRNA
ENSG00000234083.1	chr21	AJ006995.3	572	lincRNA
ENSG00000178457.3	chr21	LINC00314	607	lincRNA
ENSG00000232079.5	chr21	AL035610.1	4053	processed_transcript
ENSG00000236532.4	chr21	AL035610.2	4753	lincRNA
ENSG00000281339.1	chr21	AL035610.3	72	miRNA
ENSG00000232855.5	chr21	AF131217.1	6532	lincRNA
ENSG00000226935.5	chr21	LINC00161	870	lincRNA
ENSG00000156239.10	chr21	N6AMT1	4865	protein_coding
ENSG00000215005.2	chr21	HSPD1P7	1686	processed_pseudogene
ENSG00000215317.2	chr21	THUMPD1P1	1041	processed_pseudogene
ENSG00000198862.12	chr21	LTN1	8876	protein_coding
ENSG00000176054.6	chr21	RPL23P2	421	processed_pseudogene
ENSG00000156253.5	chr21	RWDD2B	3395	protein_coding
ENSG00000273254.1	chr21	RP1-100J12.1	636	antisense
ENSG00000156256.13	chr21	USP16	5694	protein_coding
ENSG00000156261.11	chr21	CCT8	3341	protein_coding
ENSG00000231125.2	chr21	AF129075.5	794	sense_intronic
ENSG00000156265.14	chr21	MAP3K7CL	4497	protein_coding
ENSG00000232687.1	chr21	RPL12P9	488	processed_pseudogene
ENSG00000201984.1	chr21	Y_RNA	102	misc_RNA
ENSG00000212479.2	chr21	U3	215	snoRNA
ENSG00000224649.1	chr21	AF124730.4	327	antisense
ENSG00000215533.7	chr21	LINC00189	1087	sense_overlapping
ENSG00000156273.14	chr21	BACH1	7717	protein_coding
ENSG00000236056.1	chr21	GAPDHP14	937	processed_pseudogene
ENSG00000248476.1	chr21	BACH1-IT1	821	sense_intronic
ENSG00000273017.1	chr21	AP000240.9	452	sense_intronic
ENSG00000232118.2	chr21	BACH1-AS1	879	lincRNA
ENSG00000228817.4	chr21	BACH1-IT2	1291	lincRNA
ENSG00000234293.1	chr21	BACH1-IT3	406	sense_intronic
ENSG00000171189.15	chr21	GRIK1	4243	protein_coding
ENSG00000273464.1	chr21	RP11-313P22.1	426	antisense
ENSG00000281868.1	chr21	AP000237.1	88	miRNA
ENSG00000174680.8	chr21	GRIK1-AS1	1330	antisense
ENSG00000259981.1	chr21	AF096876.1	444	lincRNA
ENSG00000156282.4	chr21	CLDN17	1193	protein_coding
ENSG00000227342.1	chr21	LINC00307	424	lincRNA
ENSG00000156284.5	chr21	CLDN8	2068	protein_coding
ENSG00000225267.1	chr21	RPL8P2	502	processed_pseudogene
ENSG00000188694.5	chr21	KRTAP24-1	1650	protein_coding
ENSG00000232263.1	chr21	KRTAP25-1	370	protein_coding
ENSG00000197683.4	chr21	KRTAP26-1	1193	protein_coding
ENSG00000206107.2	chr21	KRTAP27-1	682	protein_coding
ENSG00000182816.7	chr21	KRTAP13-2	1240	protein_coding
ENSG00000186980.6	chr21	KRTAP23-1	211	protein_coding
ENSG00000250973.1	chr21	KRTAP13-6P	371	unprocessed_pseudogene
ENSG00000265007.1	chr21	MIR4327	85	miRNA
ENSG00000198390.4	chr21	KRTAP13-1	749	protein_coding
ENSG00000240432.3	chr21	KRTAP13-3	704	protein_coding
ENSG00000186971.3	chr21	KRTAP13-4	797	protein_coding
ENSG00000233640.2	chr21	KRTAP13-5P	499	unprocessed_pseudogene
ENSG00000186970.4	chr21	KRTAP15-1	671	protein_coding
ENSG00000184351.7	chr21	KRTAP19-1	646	protein_coding
ENSG00000244025.3	chr21	KRTAP19-3	611	protein_coding
ENSG00000186965.4	chr21	KRTAP19-2	380	protein_coding
ENSG00000186967.6	chr21	KRTAP19-4	310	protein_coding
ENSG00000186977.2	chr21	KRTAP19-5	461	protein_coding
ENSG00000237841.1	chr21	KRTAP19-9P	191	unprocessed_pseudogene
ENSG00000235312.1	chr21	KRTAP19-10P	187	unprocessed_pseudogene
ENSG00000218125.1	chr21	AP000567.27	156	unprocessed_pseudogene
ENSG00000236612.1	chr21	KRTAP19-11P	104	unprocessed_pseudogene
ENSG00000186925.6	chr21	KRTAP19-6	330	protein_coding
ENSG00000244362.2	chr21	KRTAP19-7	522	protein_coding
ENSG00000206106.2	chr21	KRTAP22-2	293	protein_coding
ENSG00000212938.3	chr21	KRTAP6-3	636	protein_coding
ENSG00000186930.4	chr21	KRTAP6-2	313	protein_coding
ENSG00000186924.3	chr21	KRTAP22-1	296	protein_coding
ENSG00000184724.5	chr21	KRTAP6-1	500	protein_coding
ENSG00000244624.3	chr21	KRTAP20-1	275	protein_coding
ENSG00000206105.2	chr21	KRTAP20-4	224	protein_coding
ENSG00000184032.2	chr21	KRTAP20-2	384	protein_coding
ENSG00000206104.2	chr21	KRTAP20-3	273	protein_coding
ENSG00000231068.1	chr21	KRTAP21-3	253	protein_coding
ENSG00000236400.1	chr21	KRTAP21-4P	816	unprocessed_pseudogene
ENSG00000187026.2	chr21	KRTAP21-2	440	protein_coding
ENSG00000187005.4	chr21	KRTAP21-1	599	protein_coding
ENSG00000238257.1	chr21	AP000244.11	201	unprocessed_pseudogene
ENSG00000233036.1	chr21	KRTAP8-2P	186	unprocessed_pseudogene
ENSG00000227840.1	chr21	KRTAP8-3P	188	unprocessed_pseudogene
ENSG00000183640.5	chr21	KRTAP8-1	556	protein_coding
ENSG00000274749.1	chr21	KRTAP7-1	721	protein_coding
ENSG00000182591.5	chr21	KRTAP11-1	912	protein_coding
ENSG00000206102.2	chr21	KRTAP19-8	318	protein_coding
ENSG00000228941.1	chr21	UBE3AP2	2259	processed_pseudogene
ENSG00000156299.11	chr21	TIAM1	8751	protein_coding
ENSG00000237325.3	chr21	AP000563.2	758	processed_pseudogene
ENSG00000237594.2	chr21	AP000251.3	822	antisense
ENSG00000230870.2	chr21	FBXW11P1	1474	processed_pseudogene
ENSG00000234509.1	chr21	AP000253.1	2233	lincRNA
ENSG00000142168.13	chr21	SOD1	2019	protein_coding
ENSG00000238390.1	chr21	SNORA81	177	snoRNA
ENSG00000273271.1	chr21	AP000254.8	520	antisense
ENSG00000156304.13	chr21	SCAF4	5901	protein_coding
ENSG00000229046.1	chr21	HMGN1P2	310	processed_pseudogene
ENSG00000273091.1	chr21	AP000255.6	676	lincRNA
ENSG00000234107.1	chr21	TPT1P1	518	processed_pseudogene
ENSG00000142149.7	chr21	HUNK	8294	protein_coding
ENSG00000237138.1	chr21	HUNK-AS1	616	antisense
ENSG00000230323.4	chr21	LINC00159	572	lincRNA
ENSG00000264055.1	chr21	AP000261.1	104	miRNA
ENSG00000261610.1	chr21	AP000265.1	1782	lincRNA
ENSG00000159055.3	chr21	MIS18A	1723	protein_coding
ENSG00000227256.1	chr21	MIS18A-AS1	769	antisense
ENSG00000170262.11	chr21	MRAP	1346	protein_coding
ENSG00000232623.1	chr21	AP000266.7	582	antisense
ENSG00000142207.6	chr21	URB1	11461	protein_coding
ENSG00000200792.1	chr21	SNORA80A	136	snoRNA
ENSG00000256073.3	chr21	URB1-AS1	831	lincRNA
ENSG00000166979.11	chr21	EVA1C	4353	protein_coding
ENSG00000229007.1	chr21	EXOSC3P1	500	processed_pseudogene
ENSG00000252045.1	chr21	SNORA33	136	snoRNA
ENSG00000252950.1	chr21	RNA5SP490	136	rRNA
ENSG00000186842.4	chr21	LINC00846	1778	3prime_overlapping_ncrna
ENSG00000242220.5	chr21	TCP10L	3026	protein_coding
ENSG00000265590.8	chr21	AP000275.65	1026	protein_coding
ENSG00000159079.17	chr21	C21orf59	3353	protein_coding
ENSG00000228433.1	chr21	OR7E23P	1048	processed_pseudogene
ENSG00000238220.1	chr21	AP000275.64	390	processed_pseudogene
ENSG00000159082.16	chr21	SYNJ1	8070	protein_coding
ENSG00000238197.4	chr21	PAXBP1-AS1	4046	antisense
ENSG00000273662.1	chr21	AP000279.1	58	miRNA
ENSG00000159086.13	chr21	PAXBP1	7212	protein_coding
ENSG00000205930.7	chr21	C21orf62-AS1	3504	lincRNA
ENSG00000279690.1	chr21	AP000280.66	832	TEC
ENSG00000205929.8	chr21	C21orf62	4122	protein_coding
ENSG00000224427.1	chr21	AP000281.1	316	processed_pseudogene
ENSG00000207098.1	chr21	SNORA70	135	snoRNA
ENSG00000232360.1	chr21	AP000281.2	384	antisense
ENSG00000227757.3	chr21	AP000282.2	682	antisense
ENSG00000228961.1	chr21	AP000282.3	576	lincRNA
ENSG00000205927.4	chr21	OLIG2	3352	protein_coding
ENSG00000232539.1	chr21	LINC00945	753	lincRNA
ENSG00000184221.11	chr21	OLIG1	2277	protein_coding
ENSG00000226527.1	chr21	AP000289.6	1361	lincRNA
ENSG00000226433.1	chr21	AP000290.7	449	antisense
ENSG00000229086.3	chr21	LINC01548	595	lincRNA
ENSG00000281214.1	chr21	AP000290.1	135	miRNA
ENSG00000159110.18	chr21	IFNAR2	4614	protein_coding
